Gene ID,EntrezGene ID
ENSG00000114480,2632
ENSG00000131979,2643
ENSG00000106633,2645
ENSG00000111846,2651
ENSG00000100031,2678
ENSG00000086062,2683
ENSG00000099998,2687
ENSG00000116748,270
ENSG00000116337,271
ENSG00000198814,2710
ENSG00000171408,27115
ENSG00000135423,27165
ENSG00000102393,2717
ENSG00000133805,272
ENSG00000170266,2720
ENSG00000124713,27232
ENSG00000001084,2729
ENSG00000023909,2730
ENSG00000178445,2731
ENSG00000145020,275
ENSG00000112699,2762
ENSG00000125166,2806
ENSG00000167588,2819
ENSG00000115159,2820
ENSG00000105220,2821
ENSG00000282019,2821
ENSG00000233276,2876
ENSG00000104687,2936
ENSG00000100983,2937
ENSG00000243955,2938
ENSG00000244067,2939
ENSG00000174156,2940
ENSG00000170899,2941
ENSG00000134184,2944
ENSG00000213366,2946
ENSG00000084207,2950
ENSG00000277656,2952
ENSG00000277897,2953
ENSG00000099984,2953
ENSG00000100577,2954
ENSG00000123201,2974
ENSG00000152402,2977
ENSG00000164116,2982
ENSG00000061918,2983
ENSG00000070019,2984
ENSG00000101890,2986
ENSG00000120697,29880
ENSG00000169919,2990
ENSG00000143156,29922
ENSG00000173540,29925
ENSG00000144591,29926
ENSG00000135069,29968
ENSG00000111713,2998
ENSG00000256069,3
ENSG00000060971,30
ENSG00000105509,3036
ENSG00000170961,3037
ENSG00000103044,3038
ENSG00000140287,3067
ENSG00000213614,3073
ENSG00000049860,3074
ENSG00000125458,30833
ENSG00000156515,3098
ENSG00000159399,3099
ENSG00000278540,31
ENSG00000275176,31
ENSG00000160883,3101
ENSG00000131480,314
ENSG00000159267,3141
ENSG00000100292,3162
ENSG00000164978,318
ENSG00000076555,32
ENSG00000158104,3242
ENSG00000165704,3251
ENSG00000203857,3283
ENSG00000117594,3290
ENSG00000176387,3291
ENSG00000108786,3292
ENSG00000130948,3293
ENSG00000086696,3294
ENSG00000133835,3295
ENSG00000182054,3418
ENSG00000101365,3420
ENSG00000067829,3421
ENSG00000067064,3422
ENSG00000010404,3423
ENSG00000127415,3425
ENSG00000141401,3613
ENSG00000106348,3614
ENSG00000178035,3615
ENSG00000151689,3628
ENSG00000040933,3631
ENSG00000068383,3632
ENSG00000204084,3633
ENSG00000137825,3706
ENSG00000143772,3707
ENSG00000138030,3795
ENSG00000118520,383
ENSG00000081181,384
ENSG00000120437,39
ENSG00000111716,3945
ENSG00000166035,3990
ENSG00000175445,4023
ENSG00000281289,4047
ENSG00000160285,4047
ENSG00000111144,4048
ENSG00000186529,4051
ENSG00000100299,410
ENSG00000113273,411
ENSG00000111885,4121
ENSG00000196547,4122
ENSG00000140400,4123
ENSG00000112893,4124
ENSG00000104774,4125
ENSG00000109323,4126
ENSG00000189221,4128
ENSG00000069535,4129
ENSG00000151224,4143
ENSG00000168906,4144
ENSG00000014641,4190
ENSG00000065833,4199
ENSG00000082212,4200
ENSG00000131446,4245
ENSG00000104763,427
ENSG00000087085,43
ENSG00000126522,435
ENSG00000178802,4351
ENSG00000005381,4353
ENSG00000130707,445
ENSG00000198712,4513
ENSG00000198938,4514
ENSG00000198727,4519
ENSG00000198840,4537
ENSG00000198886,4538
ENSG00000212907,4539
ENSG00000198786,4540
ENSG00000116984,4548
ENSG00000146085,4594
ENSG00000167508,4597
ENSG00000198951,4668
ENSG00000108784,4669
ENSG00000125356,4694
ENSG00000273642,4696
ENSG00000276766,4696
ENSG00000275605,4696
ENSG00000276220,4696
ENSG00000276061,4696
ENSG00000170906,4696
ENSG00000278365,4696
ENSG00000275724,4696
ENSG00000277722,4696
ENSG00000274359,4696
ENSG00000189043,4697
ENSG00000128609,4698
ENSG00000131473,47
ENSG00000281013,4700
ENSG00000184983,4700
ENSG00000277365,4700
ENSG00000273397,4700
ENSG00000272765,4700
ENSG00000267855,4701
ENSG00000119421,4702
ENSG00000139180,4704
ENSG00000065518,4710
ENSG00000136521,4711
ENSG00000165264,4712
ENSG00000099795,4713
ENSG00000166136,4714
ENSG00000147684,4715
ENSG00000140990,4716
ENSG00000109390,4717
ENSG00000167792,4723
ENSG00000145494,4726
ENSG00000110717,4728
ENSG00000178127,4729
ENSG00000234343,4758
ENSG00000227129,4758
ENSG00000223957,4758
ENSG00000234846,4758
ENSG00000184494,4758
ENSG00000227315,4758
ENSG00000204386,4758
ENSG00000228691,4758
ENSG00000115488,4759
ENSG00000163399,476
ENSG00000122729,48
ENSG00000143153,481
ENSG00000069849,483
ENSG00000243678,4831
ENSG00000103202,4833
ENSG00000166741,4837
ENSG00000089250,4842
ENSG00000198805,4860
ENSG00000135318,4907
ENSG00000186009,496
ENSG00000105953,4967
ENSG00000164904,501
ENSG00000083720,5019
ENSG00000122884,5033
ENSG00000185624,5034
ENSG00000007168,5048
ENSG00000168092,5049
ENSG00000165629,509
ENSG00000175198,5095
ENSG00000124253,5105
ENSG00000100889,5106
ENSG00000179761,51268
ENSG00000100938,51292
ENSG00000186642,5138
ENSG00000172572,5139
ENSG00000105650,5143
ENSG00000113448,5144
ENSG00000132915,5145
ENSG00000105655,51477
ENSG00000132196,51478
ENSG00000185527,5148
ENSG00000139053,5149
ENSG00000160191,5152
ENSG00000197594,5167
ENSG00000136960,5168
ENSG00000154269,5169
ENSG00000135390,517
ENSG00000100024,51733
ENSG00000154518,518
ENSG00000178921,5198
ENSG00000158571,5207
ENSG00000114268,5210
ENSG00000067057,5214
ENSG00000171314,5223
ENSG00000164708,5224
ENSG00000079739,5236
ENSG00000133056,5287
ENSG00000078142,5289
ENSG00000121879,5290
ENSG00000051382,5291
ENSG00000150867,5305
ENSG00000067225,5315
ENSG00000188257,5320
ENSG00000116711,5321
ENSG00000127472,5322
ENSG00000117410,533
ENSG00000149782,5331
ENSG00000124181,5335
ENSG00000152952,5352
ENSG00000135697,53630
ENSG00000175535,5406
ENSG00000101323,54363
ENSG00000180817,5464
ENSG00000005469,54677
ENSG00000143224,5498
ENSG00000169299,55276
ENSG00000124357,55577
ENSG00000143199,55811
ENSG00000111726,55907
ENSG00000033011,56052
ENSG00000147224,5631
ENSG00000101911,5634
ENSG00000047230,56474
ENSG00000160216,56894
ENSG00000026652,56895
ENSG00000106392,56913
ENSG00000078070,56922
ENSG00000276559,570
ENSG00000136881,570
ENSG00000107317,5730
ENSG00000124212,5740
ENSG00000095303,5742
ENSG00000073756,5743
ENSG00000183010,5831
ENSG00000100504,5836
ENSG00000068976,5837
ENSG00000060982,586
ENSG00000105552,587
ENSG00000248098,593
ENSG00000135437,5959
ENSG00000197713,6120
ENSG00000163902,6184
ENSG00000118705,6185
ENSG00000275544,622
ENSG00000161267,622
ENSG00000167325,6240
ENSG00000171848,6241
ENSG00000130066,6303
ENSG00000145692,635
ENSG00000204370,6392
ENSG00000171174,64080
ENSG00000015532,64132
ENSG00000090013,645
ENSG00000182199,6472
ENSG00000090402,6476
ENSG00000008513,6482
ENSG00000157350,6483
ENSG00000126091,6487
ENSG00000111728,6489
ENSG00000008130,65220
ENSG00000140263,6652
ENSG00000172331,669
ENSG00000116096,6697
ENSG00000277893,6716
ENSG00000109193,6783
ENSG00000197165,6799
ENSG00000196502,6817
ENSG00000261052,6818
ENSG00000139531,6821
ENSG00000105398,6822
ENSG00000177156,6888
ENSG00000198650,6898
ENSG00000151790,6999
ENSG00000262635,6999
ENSG00000180176,7054
ENSG00000167900,7083
ENSG00000166548,7084
ENSG00000163931,7086
ENSG00000129167,7166
ENSG00000111669,7167
ENSG00000115705,7173
ENSG00000277603,7173
ENSG00000198431,7296
ENSG00000176890,7298
ENSG00000077498,7299
ENSG00000148154,7357
ENSG00000109814,7358
ENSG00000169764,7360
ENSG00000156096,7363
ENSG00000143179,7371
ENSG00000114491,7372
ENSG00000156467,7381
ENSG00000010256,7384
ENSG00000140740,7385
ENSG00000169021,7386
ENSG00000158125,7498
ENSG00000104267,760
ENSG00000167434,762
ENSG00000174990,763
ENSG00000168748,766
ENSG00000115275,7841
ENSG00000112294,7915
ENSG00000110435,8050
ENSG00000112981,8382
ENSG00000143398,8394
ENSG00000129151,8424
ENSG00000121691,847
ENSG00000272916,8509
ENSG00000166507,8509
ENSG00000182333,8513
ENSG00000149091,8525
ENSG00000203797,8528
ENSG00000117009,8564
ENSG00000160209,8566
ENSG00000141934,8612
ENSG00000162407,8613
ENSG00000138735,8654
ENSG00000159423,8659
ENSG00000257594,8693
ENSG00000185000,8694
ENSG00000158850,8703
ENSG00000117411,8704
ENSG00000236802,8705
ENSG00000226936,8705
ENSG00000206285,8705
ENSG00000235863,8705
ENSG00000235155,8705
ENSG00000160200,875
ENSG00000130957,8789
ENSG00000163541,8802
ENSG00000136143,8803
ENSG00000000419,8813
ENSG00000109452,8821
ENSG00000163655,8833
ENSG00000159082,8867
ENSG00000112299,8876
ENSG00000166224,8879
ENSG00000115919,8942
ENSG00000257335,8972
ENSG00000282607,8972
ENSG00000138801,9061
ENSG00000157680,9162
ENSG00000115944,9167
ENSG00000128524,9296
ENSG00000185013,93034
ENSG00000158470,9334
ENSG00000164100,9348
ENSG00000178741,9377
ENSG00000148834,9446
ENSG00000069943,9488
ENSG00000243989,95
ENSG00000100596,9517
ENSG00000282889,953
ENSG00000138185,953
ENSG00000049239,9563
ENSG00000197217,9583
ENSG00000153936,9653
ENSG00000131459,9945
ENSG00000125430,9953
ENSG00000153976,9953
ENSG00000153976,9955
ENSG00000122254,9956
ENSG00000002587,9957
